display_label,builder_count,type_count,types,assignment_by_builder
Forte dos Remédios,5,2,"artifact, location",qwen35_0_8b=location; qwen35_2b=artifact; qwen35_4b=location; qwen35_9b=location; qwen3_4b=location
Fortune 500 companies,5,2,"location, organization",qwen35_2b=organization; qwen35_4b=location; qwen35_9b=organization; qwen3_8b=organization; gemma3_12b=organization
GSFM,5,2,"company, organization",qwen35_4b=organization; qwen35_9b=organization; qwen3_0_6b=company; gemma3_4b=organization; gemma3_12b=organization
GSPR,5,2,"concept, data",qwen35_2b=data; qwen35_4b=concept; qwen35_9b=concept; qwen3_4b=concept; qwen3_8b=concept
Giordano Cipriani,5,2,"organization, person",qwen35_2b=person; qwen35_4b=person; qwen3_8b=organization; gemma3_4b=person; gemma3_12b=person
Global Financial Crisis,5,2,"event, unknown",qwen35_2b=unknown; qwen35_4b=event; qwen35_9b=event; qwen3_4b=event; qwen3_8b=event
Going Infinite,5,2,"content, unknown",qwen35_2b=unknown; qwen35_4b=content; qwen35_9b=content; gemma3_4b=unknown; gemma3_12b=content
Gold Rush,5,2,"concept, content",qwen35_4b=concept; qwen35_9b=content; qwen3_4b=content; qwen3_8b=concept; gemma3_4b=content
Gore Verbinski,5,2,"person, unknown",qwen35_0_8b=unknown; qwen35_4b=person; qwen35_9b=person; qwen3_4b=unknown; qwen3_8b=person
Government,5,2,"organization, unknown",qwen35_4b=organization; qwen35_9b=organization; qwen3_4b=unknown; qwen3_8b=organization; gemma3_4b=organization
Great Andromeda galaxy,5,2,"concept, naturalobject",qwen35_4b=naturalobject; qwen35_9b=naturalobject; qwen3_4b=concept; qwen3_8b=naturalobject; gemma3_4b=naturalobject
Greg Dortch,5,2,"location, person",qwen35_4b=person; qwen3_0_6b=location; qwen3_1_7b=person; qwen3_8b=person; gemma3_12b=person
Gunnar Hansen,5,2,"person, unknown",qwen35_4b=person; qwen35_9b=person; qwen3_1_7b=unknown; qwen3_8b=person; gemma3_4b=person
H1 chip,5,2,"artifact, method",qwen35_4b=artifact; qwen35_9b=artifact; qwen3_4b=artifact; qwen3_8b=artifact; gemma3_4b=method
Haptics,5,2,"concept, method",qwen35_4b=concept; qwen35_9b=concept; qwen3_4b=concept; qwen3_8b=concept; gemma3_4b=method
Henri-Georges Clouzot,5,2,"organization, person",qwen35_4b=person; qwen35_9b=person; qwen3_1_7b=person; qwen3_4b=person; gemma3_4b=organization
Hideo Nakata,5,2,"person, unknown",qwen35_2b=person; qwen35_4b=person; qwen35_9b=person; qwen3_4b=unknown; qwen3_8b=person
I,5,2,"data, person",qwen35_0_8b=person; qwen35_2b=data; qwen3_1_7b=person; gemma3_4b=person; gemma3_12b=person
IDF senior officers,5,2,"organization, unknown",qwen35_2b=unknown; qwen35_9b=unknown; qwen3_4b=organization; gemma3_1b=unknown; gemma3_4b=unknown
IS Bindra Stadium,5,2,"artifact, location",qwen35_4b=artifact; qwen35_9b=location; qwen3_4b=location; qwen3_8b=location; gemma3_1b=location
Ice,5,2,"concept, naturalobject",qwen35_4b=concept; qwen35_9b=concept; qwen3_4b=concept; gemma3_1b=concept; gemma3_12b=naturalobject
Immunotherapy,5,2,"concept, method",qwen35_2b=concept; qwen35_4b=method; qwen35_9b=method; qwen3_4b=concept; qwen3_8b=concept
Internazionale,5,2,"organization, unknown",qwen35_4b=organization; qwen35_9b=organization; qwen3_8b=organization; gemma3_4b=unknown; gemma3_12b=organization
Is It Over Now?,5,2,"content, unknown",qwen35_4b=unknown; qwen35_9b=content; qwen3_8b=content; gemma3_4b=content; gemma3_12b=content
Jada's Red Table Talk,5,2,"content, event",qwen35_0_8b=content; qwen35_4b=content; qwen3_0_6b=event; qwen3_1_7b=event; qwen3_8b=content
Jalen Guyton,5,2,"person, unknown",qwen35_2b=person; qwen35_4b=person; qwen3_4b=person; qwen3_8b=person; gemma3_1b=unknown
January 6 Capitol riot,5,2,"event, unknown",qwen35_4b=event; qwen35_9b=event; qwen3_4b=event; qwen3_8b=event; gemma3_4b=unknown
Jon Dahl Tomasson,5,2,"organization, person",qwen35_2b=organization; qwen35_4b=person; qwen35_9b=person; gemma3_1b=person; gemma3_12b=person
Joshua G. James,5,2,"person, unknown",qwen35_2b=person; qwen35_4b=person; qwen35_9b=person; gemma3_4b=unknown; gemma3_12b=person
Jovan Adepo,5,2,"person, unknown",qwen35_2b=unknown; qwen35_4b=person; qwen3_4b=person; qwen3_8b=person; gemma3_4b=person
Ju-on: The Curse,5,2,"content, unknown",qwen35_2b=unknown; qwen35_4b=content; qwen35_9b=content; gemma3_4b=content; gemma3_12b=content
Juice,5,2,"concept, unknown",qwen35_4b=concept; qwen3_1_7b=unknown; qwen3_4b=concept; qwen3_8b=concept; gemma3_4b=concept
Justanswer,5,2,"content, organization",qwen35_2b=content; qwen35_9b=organization; qwen3_8b=organization; gemma3_4b=organization; gemma3_12b=organization
K index,5,2,"concept, data",qwen3_0_6b=concept; qwen3_1_7b=data; qwen3_4b=concept; qwen3_8b=data; gemma3_4b=data
K.J. Osborn,5,2,"person, unknown",qwen35_2b=person; qwen35_4b=person; qwen3_4b=person; qwen3_8b=person; gemma3_1b=unknown
Kane Willamson,5,2,"person, unknown",qwen35_0_8b=person; qwen3_0_6b=person; qwen3_1_7b=unknown; qwen3_4b=person; qwen3_8b=person
Keith David,5,2,"person, unknown",qwen35_4b=person; qwen35_9b=person; qwen3_1_7b=unknown; qwen3_8b=person; gemma3_4b=person
Knowledge Harvesting,5,2,"concept, method",qwen35_2b=method; qwen35_4b=concept; qwen3_0_6b=concept; qwen3_4b=concept; qwen3_8b=concept
Kobo Elipsa,5,2,"artifact, content",qwen35_2b=content; qwen35_4b=artifact; qwen35_9b=artifact; qwen3_8b=artifact; gemma3_12b=artifact
Lawrence of Arabia,5,2,"content, unknown",qwen35_4b=content; qwen35_9b=content; qwen3_8b=content; gemma3_4b=unknown; gemma3_12b=unknown
Lightroot,5,2,"artifact, concept",qwen35_4b=concept; qwen35_9b=concept; qwen3_4b=concept; qwen3_8b=artifact; gemma3_4b=concept
Lin et al.,5,2,"organization, person",qwen35_0_8b=organization; qwen35_2b=organization; qwen35_4b=organization; qwen3_0_6b=person; qwen3_8b=person
Line Shopping,5,2,"concept, method",qwen35_4b=method; qwen35_9b=method; qwen3_1_7b=method; qwen3_4b=method; qwen3_8b=concept
Man-of-the-Match,5,2,"concept, person",qwen35_4b=concept; qwen3_0_6b=person; qwen3_4b=concept; qwen3_8b=concept; gemma3_4b=concept
Mar-a-Lago estate,5,2,"location, property",qwen35_4b=location; qwen3_4b=location; qwen3_8b=location; gemma3_270m=property; gemma3_12b=location
Marilyn Burns,5,2,"person, unknown",qwen35_4b=person; qwen35_9b=person; qwen3_1_7b=unknown; qwen3_8b=person; gemma3_4b=person
Mars,5,2,"location, naturalobject",qwen35_2b=location; qwen35_4b=naturalobject; qwen35_9b=location; qwen3_4b=location; gemma3_4b=naturalobject
Marvin Lewis,5,2,"person, unknown",qwen35_4b=person; qwen35_9b=person; qwen3_4b=person; qwen3_8b=unknown; gemma3_12b=person
Mateusz Legowski,5,2,"person, unknown",qwen35_0_8b=unknown; qwen35_2b=person; qwen35_9b=person; qwen3_1_7b=person; gemma3_12b=person
Matt Milano,5,2,"person, unknown",qwen35_4b=person; qwen35_9b=unknown; qwen3_4b=person; gemma3_4b=person; gemma3_12b=person
Max XL,5,2,"artifact, unknown",qwen35_2b=artifact; qwen35_4b=artifact; qwen3_1_7b=unknown; qwen3_4b=unknown; qwen3_8b=unknown
Medium,5,2,"content, organization",qwen35_4b=content; qwen35_9b=content; qwen3_8b=organization; gemma3_4b=content; gemma3_12b=organization
Monzo,5,2,"organization, unknown",qwen35_4b=unknown; qwen35_9b=organization; qwen3_1_7b=organization; qwen3_4b=organization; qwen3_8b=organization
Music,5,2,"content, unknown",qwen3_0_6b=content; qwen3_1_7b=content; qwen3_8b=content; gemma3_1b=content; gemma3_12b=unknown
Mythworks,5,2,"game, organization",qwen35_4b=organization; qwen35_9b=organization; qwen3_8b=organization; gemma3_270m=game; gemma3_12b=organization
NBA moneylines,5,2,"concept, content",qwen35_2b=content; qwen35_9b=concept; qwen3_0_6b=concept; qwen3_1_7b=concept; qwen3_4b=concept
NYC,5,2,"location, unknown",qwen35_2b=unknown; qwen35_4b=location; qwen35_9b=location; gemma3_4b=location; gemma3_12b=location
National Weather Service,5,2,"organization, unknown",qwen35_2b=unknown; qwen35_4b=organization; qwen35_9b=organization; qwen3_4b=organization; gemma3_4b=organization
No Man's Sky,5,2,"concept, content",qwen35_2b=concept; qwen35_4b=content; qwen35_9b=content; qwen3_8b=content; gemma3_12b=content
November 17,5,2,"date, event",qwen35_4b=event; qwen3_4b=event; qwen3_8b=event; gemma3_4b=date; gemma3_12b=event
Ole Gunnar Solskjaer,5,2,"person, unknown",qwen35_2b=person; qwen35_4b=person; qwen35_9b=person; qwen3_1_7b=unknown; gemma3_12b=person
Open banking,5,2,"concept, technology",qwen35_9b=concept; qwen3_4b=concept; qwen3_8b=concept; gemma3_270m=technology; gemma3_4b=concept
OpenAI Board of Directors,5,2,"organization, unknown",qwen35_0_8b=organization; qwen35_2b=unknown; qwen35_4b=organization; gemma3_1b=organization; gemma3_12b=organization
OpenAI Personal Data Removal Request,5,2,"artifact, content",qwen35_0_8b=artifact; qwen35_4b=artifact; qwen35_9b=artifact; qwen3_8b=content; gemma3_12b=content
Orion Nebula,5,2,"concept, naturalobject",qwen35_4b=naturalobject; qwen35_9b=naturalobject; qwen3_4b=concept; qwen3_8b=naturalobject; gemma3_4b=naturalobject
PE,5,2,"concept, method",qwen35_2b=concept; qwen35_4b=concept; qwen3_0_6b=method; qwen3_1_7b=concept; gemma3_12b=concept
PS4 Slim,5,2,"artifact, unknown",qwen35_2b=unknown; qwen35_4b=artifact; qwen35_9b=artifact; qwen3_4b=artifact; gemma3_12b=artifact
Pearl Harbor,5,2,"event, location",qwen35_4b=location; qwen3_0_6b=event; qwen3_4b=event; gemma3_4b=event; gemma3_12b=event
Pharma Stocks,5,2,"concept, content",qwen35_2b=content; qwen35_4b=content; qwen3_4b=concept; qwen3_8b=content; gemma3_4b=content
Philippine Education Development Fund (PhilEd),5,2,"concept, organization",qwen3_1_7b=organization; qwen3_4b=concept; qwen3_8b=organization; gemma3_4b=concept; gemma3_12b=organization
Pixel Tablet,5,2,"artifact, content",qwen35_0_8b=content; qwen35_2b=content; qwen35_4b=artifact; gemma3_4b=artifact; gemma3_12b=artifact
Platformer,5,2,"content, organization",qwen35_4b=organization; qwen35_9b=organization; qwen3_4b=organization; gemma3_1b=content; gemma3_4b=organization
PlayStation 4,5,2,"artifact, location",qwen35_4b=location; qwen35_9b=artifact; qwen3_1_7b=artifact; qwen3_4b=location; qwen3_8b=location
Point Dume,5,2,"location, unknown",qwen35_2b=location; qwen35_4b=location; qwen35_9b=location; gemma3_1b=location; gemma3_4b=unknown
Polyacrylamide,5,2,"artifact, naturalobject",qwen35_4b=artifact; qwen35_9b=artifact; qwen3_4b=artifact; qwen3_8b=naturalobject; gemma3_12b=artifact
Power Delivery (PD),5,2,"concept, unknown",qwen35_2b=unknown; qwen35_4b=concept; qwen35_9b=concept; qwen3_0_6b=concept; qwen3_8b=concept
"Priest Lake, Idaho",5,2,"location, unknown",qwen35_0_8b=location; qwen3_1_7b=location; qwen3_4b=unknown; qwen3_8b=location; gemma3_12b=location
Prodigys,5,2,"artifact, concept",qwen3_1_7b=concept; qwen3_4b=artifact; qwen3_8b=artifact; gemma3_4b=artifact; gemma3_12b=artifact
Prof. Eviatar Matania,5,2,"person, unknown",qwen35_0_8b=unknown; qwen35_2b=person; qwen35_9b=person; qwen3_0_6b=person; qwen3_8b=person
Prudential Cup,5,2,"content, event",qwen35_2b=event; qwen35_4b=content; qwen35_9b=event; qwen3_1_7b=event; qwen3_8b=event
Radiative Damping,5,2,"concept, unknown",qwen35_9b=unknown; qwen3_0_6b=concept; qwen3_4b=concept; qwen3_8b=concept; gemma3_12b=unknown
Randy Mueller,5,2,"person, unknown",qwen35_9b=person; qwen3_0_6b=person; qwen3_8b=person; gemma3_1b=unknown; gemma3_12b=person
Rationalists,5,2,"concept, organization",qwen35_2b=concept; qwen35_4b=organization; qwen35_9b=concept; qwen3_4b=concept; qwen3_8b=concept
Real estate investment trusts,5,2,"concept, organization",qwen35_2b=concept; qwen35_4b=organization; qwen35_9b=concept; qwen3_4b=concept; gemma3_1b=organization
Rebecca Rittenhouse,5,2,"person, unknown",qwen35_4b=person; qwen35_9b=person; qwen3_1_7b=unknown; qwen3_4b=person; qwen3_8b=person
Redox reactions,5,2,"concept, method",qwen35_4b=concept; qwen35_9b=method; qwen3_0_6b=concept; qwen3_4b=concept; qwen3_8b=concept
Referral bonuses,5,2,"concept, unknown",qwen35_2b=unknown; qwen35_4b=concept; qwen35_9b=concept; qwen3_8b=concept; gemma3_4b=unknown
Reliance Cup,5,2,"content, event",qwen35_2b=event; qwen35_4b=content; qwen35_9b=event; qwen3_1_7b=event; qwen3_8b=event
Renee Olstead,5,2,"person, unknown",qwen35_4b=person; qwen35_9b=person; qwen3_1_7b=unknown; qwen3_4b=person; qwen3_8b=person
Republicans,5,2,"organization, unknown",qwen35_2b=unknown; qwen35_4b=unknown; qwen35_9b=unknown; gemma3_1b=organization; gemma3_4b=organization
Ring,5,2,"content, unknown",qwen35_2b=unknown; qwen35_4b=content; qwen35_9b=content; gemma3_4b=content; gemma3_12b=content
Rondale Moore,5,2,"location, person",qwen35_4b=person; qwen3_0_6b=location; qwen3_1_7b=person; qwen3_8b=person; gemma3_12b=person
Roomba 694,5,2,"artifact, content",qwen35_2b=content; qwen35_4b=artifact; qwen35_9b=artifact; qwen3_8b=artifact; gemma3_4b=artifact
Run lines,5,2,"concept, method",qwen35_4b=method; qwen3_4b=concept; qwen3_8b=concept; gemma3_4b=method; gemma3_12b=concept
SBF,5,2,"concept, person",qwen35_0_8b=concept; qwen3_0_6b=person; qwen3_1_7b=person; qwen3_8b=person; gemma3_12b=person
Saka,5,2,"person, unknown",qwen35_2b=unknown; qwen3_0_6b=person; qwen3_1_7b=person; gemma3_1b=person; gemma3_4b=person
Saliba,5,2,"person, unknown",qwen35_0_8b=person; qwen35_2b=unknown; qwen3_0_6b=person; qwen3_1_7b=person; gemma3_4b=person
Saturday Night Fever,5,2,"artifact, content",qwen35_9b=content; qwen3_1_7b=artifact; qwen3_4b=content; qwen3_8b=content; gemma3_4b=content
Saul Tenser,5,2,"person, unknown",qwen35_2b=unknown; qwen35_4b=person; qwen35_9b=person; qwen3_8b=person; gemma3_12b=person
Schmidtlein,5,2,"person, unknown",qwen35_2b=unknown; qwen35_4b=unknown; qwen3_0_6b=person; qwen3_1_7b=person; qwen3_4b=unknown
Scotland,5,2,"location, organization",qwen35_2b=location; qwen35_4b=organization; qwen35_9b=location; gemma3_1b=location; gemma3_12b=location
September,5,2,"data, event",qwen35_2b=data; qwen35_4b=event; qwen3_0_6b=event; qwen3_8b=event; gemma3_12b=event
Sextortion,5,2,"concept, event",qwen35_2b=event; qwen35_4b=event; qwen3_4b=event; qwen3_8b=concept; gemma3_12b=event
Shares,5,2,"data, unknown",qwen35_2b=unknown; qwen35_4b=unknown; qwen3_8b=data; gemma3_4b=unknown; gemma3_12b=unknown
Simon,5,2,"person, unknown",qwen35_4b=person; qwen35_9b=person; qwen3_8b=person; gemma3_1b=person; gemma3_12b=unknown
Skill Points,5,2,"concept, data",qwen35_4b=data; qwen35_9b=data; qwen3_0_6b=data; qwen3_4b=concept; qwen3_8b=concept
Smartphones,5,2,"artifact, unknown",qwen35_4b=artifact; qwen35_9b=artifact; qwen3_4b=artifact; qwen3_8b=artifact; gemma3_4b=unknown
Spartans,5,2,"organization, team",qwen35_0_8b=organization; qwen35_4b=organization; qwen3_0_6b=team; qwen3_4b=organization; qwen3_8b=organization
Squid Game,5,2,"content, unknown",qwen35_0_8b=unknown; qwen35_4b=content; qwen35_9b=content; qwen3_8b=content; gemma3_12b=unknown
StandBy mode,5,2,"concept, method",qwen35_2b=method; qwen35_4b=concept; qwen35_9b=method; qwen3_4b=concept; qwen3_8b=concept
Steam storefront,5,2,"location, organization",qwen35_0_8b=location; qwen35_4b=location; qwen35_9b=organization; qwen3_8b=location; gemma3_12b=location
Superbug,5,2,"concept, naturalobject",qwen35_2b=concept; qwen3_1_7b=concept; qwen3_4b=concept; qwen3_8b=naturalobject; gemma3_1b=concept
Surface Temperature Patterns,5,2,"concept, unknown",qwen35_2b=unknown; qwen35_4b=unknown; qwen35_9b=unknown; qwen3_8b=concept; gemma3_12b=unknown
Switch,5,2,"artifact, unknown",qwen35_2b=unknown; qwen35_4b=artifact; qwen35_9b=artifact; qwen3_1_7b=artifact; qwen3_8b=artifact
Sync Module 2,5,2,"artifact, content",qwen35_2b=content; qwen35_4b=artifact; qwen35_9b=artifact; qwen3_8b=artifact; gemma3_12b=artifact
T.A.,5,2,"person, unknown",qwen35_0_8b=person; qwen35_2b=unknown; qwen35_4b=unknown; qwen3_4b=unknown; gemma3_12b=person
TE,5,2,"other, person",qwen35_4b=person; qwen3_1_7b=person; qwen3_8b=person; gemma3_4b=other; gemma3_12b=person
Takashi Shimizu,5,2,"person, unknown",qwen35_2b=person; qwen35_4b=person; qwen35_9b=person; qwen3_4b=unknown; qwen3_8b=person
Tanz Akademie,5,2,"location, organization",qwen35_4b=location; qwen35_9b=organization; qwen3_4b=location; qwen3_8b=location; gemma3_12b=organization
Thanksgiving,5,2,"event, unknown",qwen35_2b=unknown; qwen35_4b=event; qwen35_9b=event; qwen3_4b=event; qwen3_8b=event
The Athletic,5,2,"content, organization",qwen35_2b=organization; qwen3_1_7b=content; qwen3_4b=organization; qwen3_8b=organization; gemma3_12b=organization
The Pixies,5,2,"method, organization",qwen35_4b=organization; qwen35_9b=organization; qwen3_8b=organization; gemma3_1b=method; gemma3_12b=organization
The Ring,5,2,"content, film",qwen35_0_8b=content; qwen35_4b=content; qwen35_9b=content; qwen3_4b=content; gemma3_270m=film
The Ruins,5,2,"content, location",qwen35_0_8b=location; qwen35_2b=content; qwen35_4b=content; qwen35_9b=content; qwen3_8b=content
The Sound of Music,5,2,"artifact, content",qwen35_9b=content; qwen3_1_7b=artifact; qwen3_4b=content; qwen3_8b=content; gemma3_4b=content
The Todd Show in the Morning,5,2,"content, organization",qwen35_0_8b=organization; qwen35_4b=content; qwen35_9b=content; qwen3_8b=content; gemma3_12b=organization
Tim Boyle,5,2,"person, unknown",qwen35_0_8b=person; qwen35_2b=person; qwen35_4b=person; qwen35_9b=person; gemma3_4b=unknown
Together,5,2,"artifact, organization",qwen35_4b=organization; qwen35_9b=organization; qwen3_8b=artifact; gemma3_4b=organization; gemma3_12b=organization
Tomintoul and Glenlivet park,5,2,"location, unknown",qwen35_2b=unknown; qwen35_9b=location; qwen3_4b=location; qwen3_8b=location; gemma3_4b=location
Town & Country magazine,5,2,"content, organization",qwen35_4b=content; qwen3_1_7b=organization; qwen3_4b=organization; qwen3_8b=organization; gemma3_4b=organization
Triassic,5,2,"event, location",qwen3_0_6b=location; qwen3_1_7b=location; qwen3_4b=location; qwen3_8b=location; gemma3_1b=event
Tribeca Film Festival,5,2,"event, location",qwen35_0_8b=location; qwen35_4b=event; qwen35_9b=event; qwen3_8b=event; gemma3_12b=event
Trossard,5,2,"person, unknown",qwen35_0_8b=person; qwen35_2b=unknown; qwen3_0_6b=person; qwen3_1_7b=person; gemma3_4b=person
Twitter/X,5,2,"content, organization",qwen35_9b=organization; qwen3_4b=organization; qwen3_8b=organization; gemma3_4b=content; gemma3_12b=organization
U.S. residential real estate market,5,2,"location, market",qwen35_0_8b=location; qwen35_4b=location; qwen35_9b=location; qwen3_4b=location; gemma3_4b=market
Underdog,5,2,"concept, unknown",qwen35_4b=concept; qwen3_1_7b=unknown; qwen3_4b=concept; qwen3_8b=concept; gemma3_4b=concept
Underroot,5,2,"dungeon, location",qwen35_4b=location; qwen35_9b=location; qwen3_4b=location; qwen3_8b=dungeon; gemma3_4b=location
Unfair Competition Law,5,2,"concept, event",qwen35_4b=concept; qwen35_9b=concept; qwen3_1_7b=event; qwen3_4b=concept; qwen3_8b=concept
Union,5,2,"location, organization",qwen35_0_8b=location; qwen35_2b=organization; qwen3_4b=organization; gemma3_4b=organization; gemma3_12b=organization
Universal Education Financing Law,5,2,"concept, unknown",qwen35_2b=unknown; qwen35_4b=concept; qwen35_9b=concept; qwen3_4b=concept; gemma3_12b=concept
University of New Hampshire,5,2,"location, organization",qwen35_4b=organization; qwen35_9b=organization; qwen3_0_6b=location; qwen3_1_7b=organization; gemma3_12b=organization
Unreal Tournament 3 X,5,2,"content, unknown",qwen35_2b=unknown; qwen35_4b=content; qwen3_1_7b=content; qwen3_4b=unknown; qwen3_8b=content
Vita,5,2,"artifact, concept",qwen35_2b=concept; qwen35_4b=artifact; qwen35_9b=artifact; qwen3_4b=concept; gemma3_12b=artifact
Warrior Cats books,5,2,"content, unknown",qwen35_2b=unknown; qwen35_4b=unknown; qwen35_9b=content; gemma3_4b=content; gemma3_12b=content
Wellbots,5,2,"organization, unknown",qwen35_2b=organization; qwen35_4b=unknown; qwen35_9b=organization; qwen3_4b=organization; gemma3_12b=organization
Western Pacific,5,2,"location, unknown",qwen35_2b=unknown; qwen35_4b=location; qwen35_9b=location; qwen3_8b=location; gemma3_4b=location
Wilford Brimley,5,2,"person, unknown",qwen35_4b=person; qwen35_9b=person; qwen3_1_7b=unknown; qwen3_8b=person; gemma3_4b=person
Wind Waker,5,2,"artifact, content",qwen35_9b=content; qwen3_4b=content; qwen3_8b=content; gemma3_1b=artifact; gemma3_4b=content
Windows PC,5,2,"artifact, location",qwen35_4b=location; qwen35_9b=artifact; qwen3_4b=location; qwen3_8b=location; gemma3_12b=artifact
Winter Storm,5,2,"event, naturalobject",qwen35_2b=event; qwen35_4b=naturalobject; qwen35_9b=event; qwen3_8b=event; gemma3_12b=event
Winton et al.,5,2,"organization, person",qwen35_0_8b=organization; qwen35_2b=organization; qwen35_4b=organization; qwen3_0_6b=person; qwen3_8b=person
Wonder Flower,5,2,"artifact, concept",qwen35_4b=artifact; qwen35_9b=artifact; qwen3_4b=concept; qwen3_8b=concept; gemma3_4b=concept
Wonderland,5,2,"content, unknown",qwen35_2b=unknown; qwen35_4b=content; qwen35_9b=content; qwen3_4b=content; gemma3_12b=content
Woody Harrelson,5,2,"person, unknown",qwen35_2b=unknown; qwen35_4b=person; qwen3_1_7b=person; qwen3_4b=person; qwen3_8b=person
Workforce,5,2,"concept, unknown","qwen35_2b=unknown; qwen35_9b=unknown; qwen3_8b=concept,unknown; gemma3_4b=unknown; gemma3_12b=unknown"
Wyatt Russell,5,2,"person, unknown",qwen35_2b=unknown; qwen35_4b=person; qwen3_4b=person; qwen3_8b=person; gemma3_4b=person
X-Gene Mutant,5,2,"concept, person",qwen35_2b=concept; qwen35_9b=concept; qwen3_4b=concept; qwen3_8b=concept; gemma3_12b=person
XFals Corroded Signet,5,2,"artifact, concept",qwen3_1_7b=concept; qwen3_4b=artifact; qwen3_8b=artifact; gemma3_4b=artifact; gemma3_12b=artifact
Xbox One,5,2,"artifact, location",qwen35_4b=location; qwen35_9b=artifact; qwen3_1_7b=artifact; qwen3_4b=location; qwen3_8b=location
Xbox Wireless Controller,5,2,"artifact, product",qwen3_1_7b=artifact; qwen3_8b=product; gemma3_1b=product; gemma3_4b=artifact; gemma3_12b=artifact
Yudkowsky,5,2,"person, unknown",qwen35_0_8b=person; qwen35_2b=person; qwen3_0_6b=person; qwen3_1_7b=unknown; gemma3_270m=unknown
Zeebiz.com,5,2,"location, organization",qwen35_2b=organization; qwen35_9b=organization; qwen3_4b=organization; qwen3_8b=location; gemma3_4b=organization
Zinc dendrites,5,2,"concept, naturalobject",qwen35_4b=concept; qwen35_9b=naturalobject; qwen3_0_6b=concept; qwen3_4b=concept; qwen3_8b=concept
amateur footballers,5,2,"person, unknown",qwen35_2b=unknown; qwen35_4b=unknown; qwen35_9b=unknown; qwen3_4b=person; gemma3_12b=unknown
betting,5,2,"concept, unknown",qwen3_1_7b=concept; qwen3_4b=concept; qwen3_8b=concept; gemma3_1b=unknown; gemma3_4b=unknown
coffee mugs,5,2,"artifact, unknown",qwen35_0_8b=unknown; qwen35_2b=unknown; qwen35_4b=unknown; qwen3_8b=artifact; gemma3_12b=unknown
consumer discretionary sector,5,2,"concept, unknown",qwen35_0_8b=unknown; qwen35_4b=unknown; qwen3_8b=concept; gemma3_4b=unknown; gemma3_12b=unknown
counsel,5,2,"person, unknown",qwen35_9b=person; qwen3_0_6b=person; gemma3_270m=person; gemma3_1b=unknown; gemma3_12b=person
extratropical forcing,5,2,"concept, method",qwen35_2b=method; qwen35_4b=concept; qwen35_9b=concept; qwen3_1_7b=concept; qwen3_4b=concept
government shutdown,5,2,"event, unknown",qwen35_2b=unknown; qwen35_4b=event; qwen35_9b=unknown; qwen3_4b=event; qwen3_8b=event
iPhone 14 Pro,5,2,"artifact, unknown",qwen35_2b=unknown; qwen35_4b=artifact; qwen35_9b=artifact; gemma3_4b=artifact; gemma3_12b=artifact
local bourse,5,2,"location, unknown","qwen35_2b=unknown; qwen35_4b=location; qwen3_4b=unknown; qwen3_8b=location,unknown; gemma3_4b=unknown"
matching right,5,2,"concept, method",qwen35_2b=method; qwen35_4b=concept; qwen35_9b=method; qwen3_4b=concept; qwen3_8b=concept
models,5,2,"artifact, concept",qwen35_4b=artifact; qwen35_9b=artifact; qwen3_0_6b=concept; qwen3_8b=concept; gemma3_4b=artifact
scientists,5,2,"person, unknown","qwen35_2b=unknown; qwen35_4b=unknown; qwen35_9b=unknown; gemma3_4b=unknown; gemma3_12b=person,unknown"
soundbar,5,2,"artifact, unknown",qwen3_1_7b=unknown; qwen3_4b=unknown; qwen3_8b=artifact; gemma3_4b=unknown; gemma3_12b=unknown
weak signals,5,2,"concept, unknown",qwen35_2b=unknown; qwen35_4b=concept; qwen35_9b=concept; qwen3_4b=concept; qwen3_8b=concept
weight loss,5,2,"concept, unknown",qwen35_2b=unknown; qwen35_4b=unknown; qwen35_9b=unknown; qwen3_8b=concept; gemma3_4b=concept
AuroraborealisVideo,4,4,"content, event, unknown, video",qwen3_0_6b=event; gemma3_270m=video; gemma3_1b=unknown; gemma3_12b=content
Bards,4,4,"class, creature, person, unknown",qwen35_2b=class; qwen35_4b=unknown; qwen3_0_6b=creature; gemma3_12b=person
Car,4,4,"artifact, concept, location, organization","qwen3_0_6b=location; qwen3_4b=concept; qwen3_8b=artifact; gemma3_1b=artifact,organization"
Casper's hybrid bed,4,4,"artifact, bed, event, organization",qwen3_0_6b=event; qwen3_1_7b=organization; qwen3_8b=artifact; gemma3_270m=bed
Cat owners,4,4,"concept, organization, person, unknown",qwen35_2b=unknown; qwen3_4b=concept; qwen3_8b=organization; gemma3_4b=person
Clerics,4,4,"class, creature, person, unknown",qwen35_2b=class; qwen35_4b=unknown; qwen3_0_6b=creature; gemma3_12b=person
DALL-E 3 API,4,4,"artifact, content, method, unknown",qwen35_0_8b=content; qwen35_2b=method; qwen35_4b=unknown; qwen3_8b=artifact
Echo Dot,4,4,"artifact, content, product, unknown",qwen35_2b=content; qwen35_4b=artifact; qwen3_8b=product; gemma3_12b=unknown
Enhanced Charge,4,4,"concept, content, event, method",qwen35_4b=content; qwen3_1_7b=event; qwen3_8b=concept; gemma3_4b=method
Enhanced Double Swing,4,4,"concept, content, event, method",qwen35_4b=content; qwen3_1_7b=event; qwen3_8b=concept; gemma3_4b=method
Enhanced Ground Stomp,4,4,"concept, content, event, method",qwen35_4b=content; qwen3_1_7b=event; qwen3_8b=concept; gemma3_4b=method
